Category,match_score_pct,Skills Matched,Skills Missing
ADVOCATE,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.85,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.84,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.84,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.84,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.84,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.83,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.83,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.83,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.83,TABLEAU,"PYTHON, SQL, NLP, MACHINE LEARNING"
CONSULTANT,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.83,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.83,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.82,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.82,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.81,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.81,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.81,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.8,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.8,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.8,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.8,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.79,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.79,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.79,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.78,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BPO,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.78,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.77,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.77,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.76,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.75,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.74,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.74,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.74,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.73,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.73,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
